path,label,generator,generator_id,source,split,row_idx,probability_ai,prediction
data/raw/defactify_eval/images/real_001.jpg,0,real,0,Defactify_Image_Dataset,test,1,0.91895425,1
data/raw/defactify_eval/images/real_002.jpg,0,real,0,Defactify_Image_Dataset,test,3,0.018239738,0
data/raw/defactify_eval/images/real_003.jpg,0,real,0,Defactify_Image_Dataset,test,22,0.013725424,0
data/raw/defactify_eval/images/real_004.jpg,0,real,0,Defactify_Image_Dataset,test,26,0.35713306,0
data/raw/defactify_eval/images/real_005.jpg,0,real,0,Defactify_Image_Dataset,test,31,0.000334291,0
data/raw/defactify_eval/images/real_006.jpg,0,real,0,Defactify_Image_Dataset,test,37,0.05792951,0
data/raw/defactify_eval/images/real_007.jpg,0,real,0,Defactify_Image_Dataset,test,48,0.032465108,0
data/raw/defactify_eval/images/real_008.jpg,0,real,0,Defactify_Image_Dataset,test,49,0.13751355,0
data/raw/defactify_eval/images/real_009.jpg,0,real,0,Defactify_Image_Dataset,test,52,0.87808657,1
data/raw/defactify_eval/images/real_010.jpg,0,real,0,Defactify_Image_Dataset,test,63,0.052395225,0
data/raw/defactify_eval/images/real_011.jpg,0,real,0,Defactify_Image_Dataset,test,66,0.23997991,0
data/raw/defactify_eval/images/real_012.jpg,0,real,0,Defactify_Image_Dataset,test,74,0.021186952,0
data/raw/defactify_eval/images/real_013.jpg,0,real,0,Defactify_Image_Dataset,test,78,0.017329669,0
data/raw/defactify_eval/images/real_014.jpg,0,real,0,Defactify_Image_Dataset,test,79,0.019893294,0
data/raw/defactify_eval/images/real_015.jpg,0,real,0,Defactify_Image_Dataset,test,92,0.75326,1
data/raw/defactify_eval/images/real_016.jpg,0,real,0,Defactify_Image_Dataset,test,101,0.0019832633,0
data/raw/defactify_eval/images/real_017.jpg,0,real,0,Defactify_Image_Dataset,test,107,0.087322064,0
data/raw/defactify_eval/images/real_018.jpg,0,real,0,Defactify_Image_Dataset,test,131,0.8655809,1
data/raw/defactify_eval/images/real_019.jpg,0,real,0,Defactify_Image_Dataset,test,137,0.012200873,0
data/raw/defactify_eval/images/real_020.jpg,0,real,0,Defactify_Image_Dataset,test,142,0.010996252,0
data/raw/defactify_eval/images/real_021.jpg,0,real,0,Defactify_Image_Dataset,test,148,0.3340872,0
data/raw/defactify_eval/images/real_022.jpg,0,real,0,Defactify_Image_Dataset,test,149,0.038969826,0
data/raw/defactify_eval/images/real_023.jpg,0,real,0,Defactify_Image_Dataset,test,159,0.009701519,0
data/raw/defactify_eval/images/real_024.jpg,0,real,0,Defactify_Image_Dataset,test,166,0.4084389,0
data/raw/defactify_eval/images/real_025.jpg,0,real,0,Defactify_Image_Dataset,test,170,0.04720265,0
data/raw/defactify_eval/images/real_026.jpg,0,real,0,Defactify_Image_Dataset,test,171,0.0015880096,0
data/raw/defactify_eval/images/real_027.jpg,0,real,0,Defactify_Image_Dataset,test,175,0.50255555,1
data/raw/defactify_eval/images/real_028.jpg,0,real,0,Defactify_Image_Dataset,test,177,0.1864137,0
data/raw/defactify_eval/images/real_029.jpg,0,real,0,Defactify_Image_Dataset,test,183,0.43710187,0
data/raw/defactify_eval/images/real_030.jpg,0,real,0,Defactify_Image_Dataset,test,190,0.18987167,0
data/raw/defactify_eval/images/real_031.jpg,0,real,0,Defactify_Image_Dataset,test,193,0.69604254,1
data/raw/defactify_eval/images/real_032.jpg,0,real,0,Defactify_Image_Dataset,test,194,0.81644106,1
data/raw/defactify_eval/images/real_033.jpg,0,real,0,Defactify_Image_Dataset,test,197,0.73452556,1
data/raw/defactify_eval/images/real_034.jpg,0,real,0,Defactify_Image_Dataset,test,202,0.00020705978,0
data/raw/defactify_eval/images/real_035.jpg,0,real,0,Defactify_Image_Dataset,test,203,7.507146e-05,0
data/raw/defactify_eval/images/real_036.jpg,0,real,0,Defactify_Image_Dataset,test,205,0.1254601,0
data/raw/defactify_eval/images/real_037.jpg,0,real,0,Defactify_Image_Dataset,test,214,0.86633307,1
data/raw/defactify_eval/images/real_038.jpg,0,real,0,Defactify_Image_Dataset,test,215,0.44733012,0
data/raw/defactify_eval/images/real_039.jpg,0,real,0,Defactify_Image_Dataset,test,216,0.15895598,0
data/raw/defactify_eval/images/real_040.jpg,0,real,0,Defactify_Image_Dataset,test,217,0.083368346,0
data/raw/defactify_eval/images/real_041.jpg,0,real,0,Defactify_Image_Dataset,test,219,0.180765,0
data/raw/defactify_eval/images/real_042.jpg,0,real,0,Defactify_Image_Dataset,test,224,0.657976,1
data/raw/defactify_eval/images/real_043.jpg,0,real,0,Defactify_Image_Dataset,test,229,0.028933797,0
